_id,timestamp,device_id,screen_status
1898,1760344815056.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1899,1760344820060.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3
1900,1760344823345.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3
1901,1760346688486.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
1902,1760346688510.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2
1903,1760346697735.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1904,1760346702269.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
1905,1760346702276.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2
1906,1760346894853.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1907,1760346896999.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3
1908,1760348624107.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
1909,1760348624148.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2
1910,1760348642071.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1911,1760348643740.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
1912,1760348643744.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2
1913,1760349882788.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1914,1760349884221.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3
1915,1760350129774.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
1916,1760350129788.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2
1917,1760350156806.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1918,1760350158606.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
1919,1760350158637.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2
1920,1760350162605.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1
1921,1760350164643.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0
