_id,timestamp,device_id,double_latitude,double_longitude,double_bearing,double_speed,double_altitude,provider,accuracy,label
584716,1760313788862.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050779,8.0185323,0.0,0.0,298.8000183105469,network,12.994,
584880,1760313788862.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050779,8.0185323,0.0,0.0,298.8000183105469,network,12.994,
585044,1760313788862.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050779,8.0185323,0.0,0.0,298.8000183105469,network,12.994,
585208,1760313788862.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050779,8.0185323,0.0,0.0,298.8000183105469,network,12.994,
584717,1760313864840.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504525,8.01866726,0.0,0.0,330.03778076171875,gps,7.82803,
584881,1760313864840.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504525,8.01866726,0.0,0.0,330.03778076171875,gps,7.82803,
585045,1760313864840.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504525,8.01866726,0.0,0.0,330.03778076171875,gps,7.82803,
585209,1760313864840.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504525,8.01866726,0.0,0.0,330.03778076171875,gps,7.82803,
584718,1760314089664.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
584882,1760314089664.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
585046,1760314089664.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
585210,1760314089664.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
584719,1760314163903.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90505737,8.01860232,0.0,0.0,321.2701416015625,gps,21.8757,
584883,1760314163903.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90505737,8.01860232,0.0,0.0,321.2701416015625,gps,21.8757,
585047,1760314163903.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90505737,8.01860232,0.0,0.0,321.2701416015625,gps,21.8757,
585211,1760314163903.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90505737,8.01860232,0.0,0.0,321.2701416015625,gps,21.8757,
584720,1760314463926.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90496985,8.01868768,0.0,0.0,326.0716552734375,gps,8.00065,
584884,1760314463926.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90496985,8.01868768,0.0,0.0,326.0716552734375,gps,8.00065,
585048,1760314463926.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90496985,8.01868768,0.0,0.0,326.0716552734375,gps,8.00065,
585212,1760314463926.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90496985,8.01868768,0.0,0.0,326.0716552734375,gps,8.00065,
584721,1760314764279.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90507062,8.0185941,0.0,0.0,319.812255859375,gps,13.3503,
584885,1760314764279.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90507062,8.0185941,0.0,0.0,319.812255859375,gps,13.3503,
585049,1760314764279.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90507062,8.0185941,0.0,0.0,319.812255859375,gps,13.3503,
585213,1760314764279.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90507062,8.0185941,0.0,0.0,319.812255859375,gps,13.3503,
584722,1760315063899.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90492783,8.0187731,0.0,0.0,335.736083984375,gps,10.5277,
584886,1760315063899.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90492783,8.0187731,0.0,0.0,335.736083984375,gps,10.5277,
585050,1760315063899.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90492783,8.0187731,0.0,0.0,335.736083984375,gps,10.5277,
585214,1760315063899.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90492783,8.0187731,0.0,0.0,335.736083984375,gps,10.5277,
584723,1760315363929.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90498488,8.01871082,0.0,0.0,311.66387939453125,gps,10.1459,
584887,1760315363929.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90498488,8.01871082,0.0,0.0,311.66387939453125,gps,10.1459,
585051,1760315363929.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90498488,8.01871082,0.0,0.0,311.66387939453125,gps,10.1459,
585215,1760315363929.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90498488,8.01871082,0.0,0.0,311.66387939453125,gps,10.1459,
584724,1760315663913.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504194,8.01865258,0.0,0.0,311.8995361328125,gps,18.8418,
584888,1760315663913.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504194,8.01865258,0.0,0.0,311.8995361328125,gps,18.8418,
585052,1760315663913.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504194,8.01865258,0.0,0.0,311.8995361328125,gps,18.8418,
585216,1760315663913.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90504194,8.01865258,0.0,0.0,311.8995361328125,gps,18.8418,
584725,1760315963900.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90494871,8.01869942,0.0,0.0,329.50537109375,gps,19.5071,
584889,1760315963900.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90494871,8.01869942,0.0,0.0,329.50537109375,gps,19.5071,
585053,1760315963900.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90494871,8.01869942,0.0,0.0,329.50537109375,gps,19.5071,
585217,1760315963900.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90494871,8.01869942,0.0,0.0,329.50537109375,gps,19.5071,
584726,1760316135357.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
584890,1760316135357.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
585054,1760316135357.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
585218,1760316135357.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050894,8.0185551,0.0,0.0,298.8000183105469,network,13.625,
584727,1760316262844.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515396,8.01852282,0.0,0.0,311.049560546875,gps,18.4683,
584891,1760316262844.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515396,8.01852282,0.0,0.0,311.049560546875,gps,18.4683,
585055,1760316262844.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515396,8.01852282,0.0,0.0,311.049560546875,gps,18.4683,
585219,1760316262844.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515396,8.01852282,0.0,0.0,311.049560546875,gps,18.4683,
584728,1760316564918.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515597,8.0184413,0.0,0.0,307.389892578125,gps,15.9902,
584892,1760316564918.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515597,8.0184413,0.0,0.0,307.389892578125,gps,15.9902,
585056,1760316564918.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515597,8.0184413,0.0,0.0,307.389892578125,gps,15.9902,
585220,1760316564918.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90515597,8.0184413,0.0,0.0,307.389892578125,gps,15.9902,
584729,1760316863894.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90503014,8.01861293,0.0,0.0,317.8807373046875,gps,14.5928,
584893,1760316863894.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90503014,8.01861293,0.0,0.0,317.8807373046875,gps,14.5928,
585057,1760316863894.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90503014,8.01861293,0.0,0.0,317.8807373046875,gps,14.5928,
585221,1760316863894.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90503014,8.01861293,0.0,0.0,317.8807373046875,gps,14.5928,
584730,1760317162902.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90513024,8.01845273,321.0,0.25999999046325684,297.7186279296875,gps,12.7204,
584894,1760317162902.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90513024,8.01845273,321.0,0.25999999046325684,297.7186279296875,gps,12.7204,
585058,1760317162902.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90513024,8.01845273,321.0,0.25999999046325684,297.7186279296875,gps,12.7204,
585222,1760317162902.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90513024,8.01845273,321.0,0.25999999046325684,297.7186279296875,gps,12.7204,
584731,1760317463919.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501115,8.01868578,0.0,0.0,292.85394287109375,gps,10.0783,
584895,1760317463919.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501115,8.01868578,0.0,0.0,292.85394287109375,gps,10.0783,
585059,1760317463919.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501115,8.01868578,0.0,0.0,292.85394287109375,gps,10.0783,
585223,1760317463919.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501115,8.01868578,0.0,0.0,292.85394287109375,gps,10.0783,
584732,1760317698140.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050758,8.0185255,0.0,0.0,298.8000183105469,network,13.931,
584896,1760317698140.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050758,8.0185255,0.0,0.0,298.8000183105469,network,13.931,
585060,1760317698140.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050758,8.0185255,0.0,0.0,298.8000183105469,network,13.931,
585224,1760317698140.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050758,8.0185255,0.0,0.0,298.8000183105469,network,13.931,
584733,1760317764930.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501662,8.01870833,0.0,0.0,308.3299560546875,gps,10.2246,
584897,1760317764930.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501662,8.01870833,0.0,0.0,308.3299560546875,gps,10.2246,
585061,1760317764930.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501662,8.01870833,0.0,0.0,308.3299560546875,gps,10.2246,
585225,1760317764930.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90501662,8.01870833,0.0,0.0,308.3299560546875,gps,10.2246,
584734,1760318063923.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90499105,8.01870751,0.0,0.0,316.204833984375,gps,8.22981,
584898,1760318063923.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90499105,8.01870751,0.0,0.0,316.204833984375,gps,8.22981,
585062,1760318063923.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90499105,8.01870751,0.0,0.0,316.204833984375,gps,8.22981,
585226,1760318063923.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90499105,8.01870751,0.0,0.0,316.204833984375,gps,8.22981,
584735,1760318362916.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90495142,8.01868415,0.0,0.0,317.8148193359375,gps,7.87187,
584899,1760318362916.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90495142,8.01868415,0.0,0.0,317.8148193359375,gps,7.87187,
585063,1760318362916.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90495142,8.01868415,0.0,0.0,317.8148193359375,gps,7.87187,
585227,1760318362916.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.90495142,8.01868415,0.0,0.0,317.8148193359375,gps,7.87187,
584736,1760318664912.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050606,8.01847472,0.0,0.0,300.3670654296875,gps,17.4251,
584900,1760318664912.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50.9050606,8.01847472,0.0,0.0,300.3670654296875,gps,17.4251,
