local_timezone,timestamp,device_id,screen_status,local_date_time,local_date,local_time,local_hour,local_minute,assigned_segments
Europe/Berlin,1762840213445,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 06:50:13,2025-11-11,06:50:13,6,50,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762842008349,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 07:20:08,2025-11-11,07:20:08,7,20,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762842009967,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 07:20:09,2025-11-11,07:20:09,7,20,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762842009982,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 07:20:09,2025-11-11,07:20:09,7,20,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762842284329,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 07:24:44,2025-11-11,07:24:44,7,24,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762842287653,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 07:24:47,2025-11-11,07:24:47,7,24,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762843210331,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 07:40:10,2025-11-11,07:40:10,7,40,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762843210380,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 07:40:10,2025-11-11,07:40:10,7,40,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762844604036,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 08:03:24,2025-11-11,08:03:24,8,3,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762844610603,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 08:03:30,2025-11-11,08:03:30,8,3,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762844610626,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 08:03:30,2025-11-11,08:03:30,8,3,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762846119295,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 08:28:39,2025-11-11,08:28:39,8,28,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762846123447,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 08:28:43,2025-11-11,08:28:43,8,28,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762846138763,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 08:28:58,2025-11-11,08:28:58,8,28,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762846138792,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 08:28:58,2025-11-11,08:28:58,8,28,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[morning_RR0SS#2025-11-11 05:00:00,2025-11-11 12:00:00;1762833600000,1762858800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860144456,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 12:22:24,2025-11-11,12:22:24,12,22,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860145523,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 12:22:25,2025-11-11,12:22:25,12,22,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860422236,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 12:27:02,2025-11-11,12:27:02,12,27,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860422267,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 12:27:02,2025-11-11,12:27:02,12,27,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860684441,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 12:31:24,2025-11-11,12:31:24,12,31,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860685960,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 12:31:25,2025-11-11,12:31:25,12,31,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860760129,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 12:32:40,2025-11-11,12:32:40,12,32,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860760154,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 12:32:40,2025-11-11,12:32:40,12,32,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860841708,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 12:34:01,2025-11-11,12:34:01,12,34,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860843452,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 12:34:03,2025-11-11,12:34:03,12,34,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860871827,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 12:34:31,2025-11-11,12:34:31,12,34,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762860871846,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 12:34:31,2025-11-11,12:34:31,12,34,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861027718,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 12:37:07,2025-11-11,12:37:07,12,37,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861032863,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 12:37:12,2025-11-11,12:37:12,12,37,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861186605,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 12:39:46,2025-11-11,12:39:46,12,39,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861186623,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 12:39:46,2025-11-11,12:39:46,12,39,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861541764,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 12:45:41,2025-11-11,12:45:41,12,45,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861543518,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 12:45:43,2025-11-11,12:45:43,12,45,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861628808,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 12:47:08,2025-11-11,12:47:08,12,47,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762861628836,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 12:47:08,2025-11-11,12:47:08,12,47,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762874389488,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 16:19:49,2025-11-11,16:19:49,16,19,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762874409538,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 16:20:09,2025-11-11,16:20:09,16,20,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762874853908,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 16:27:33,2025-11-11,16:27:33,16,27,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762874853950,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 16:27:33,2025-11-11,16:27:33,16,27,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762875038997,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 16:30:38,2025-11-11,16:30:38,16,30,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762875039818,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 16:30:39,2025-11-11,16:30:39,16,30,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762875051007,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 16:30:51,2025-11-11,16:30:51,16,30,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762875051046,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 16:30:51,2025-11-11,16:30:51,16,30,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762875079598,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 16:31:19,2025-11-11,16:31:19,16,31,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762875081839,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 16:31:21,2025-11-11,16:31:21,16,31,"[afternoon_RR0SS#2025-11-11 12:00:00,2025-11-11 17:00:00;1762858800000,1762876800999]|[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762877378512,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 17:09:38,2025-11-11,17:09:38,17,9,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762877378529,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 17:09:38,2025-11-11,17:09:38,17,9,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762878866292,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 17:34:26,2025-11-11,17:34:26,17,34,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762878869393,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 17:34:29,2025-11-11,17:34:29,17,34,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762879081008,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 17:38:01,2025-11-11,17:38:01,17,38,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762879081030,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 17:38:01,2025-11-11,17:38:01,17,38,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881352347,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 18:15:52,2025-11-11,18:15:52,18,15,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881355722,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 18:15:55,2025-11-11,18:15:55,18,15,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881473727,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 18:17:53,2025-11-11,18:17:53,18,17,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881473750,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 18:17:53,2025-11-11,18:17:53,18,17,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881856059,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 18:24:16,2025-11-11,18:24:16,18,24,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881857944,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 18:24:17,2025-11-11,18:24:17,18,24,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881928611,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-11-11 18:25:28,2025-11-11,18:25:28,18,25,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762881928627,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-11-11 18:25:28,2025-11-11,18:25:28,18,25,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762882486195,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-11-11 18:34:46,2025-11-11,18:34:46,18,34,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
Europe/Berlin,1762882488403,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-11-11 18:34:48,2025-11-11,18:34:48,18,34,"[allday_RR1SS#2025-11-11 00:00:00,2025-11-12 00:00:00;1762815600000,1762902000999]|[evening_RR0SS#2025-11-11 17:00:00,2025-11-11 22:00:00;1762876800000,1762894800999]|[wkdy_RR0SS#2025-11-10 00:00:00,2025-11-15 00:00:00;1762729200000,1763161200999]"
