"local_segment","local_segment_label","local_segment_start_datetime","local_segment_end_datetime","phone_data_yield_rapids_ratiovalidyieldedminutes","phone_data_yield_rapids_ratiovalidyieldedhours"
"daily#2025-09-30 00:00:00,2025-09-30 23:59:59","daily","2025-09-30 00:00:00","2025-09-30 23:59:59",0.406250004701968,0.416666671489198
"daily#2025-10-01 00:00:00,2025-10-01 23:59:59","daily","2025-10-01 00:00:00","2025-10-01 23:59:59",0.886805565819509,0.875000010127315
"daily#2025-10-02 00:00:00,2025-10-02 23:59:59","daily","2025-10-02 00:00:00","2025-10-02 23:59:59",0.602777784754372,0.583333340084877
"daily#2025-10-03 00:00:00,2025-10-03 23:59:59","daily","2025-10-03 00:00:00","2025-10-03 23:59:59",0.444444449588477,0.458333338638117
"daily#2025-10-04 00:00:00,2025-10-04 23:59:59","daily","2025-10-04 00:00:00","2025-10-04 23:59:59",0.99861112266911,1
"daily#2025-10-05 00:00:00,2025-10-05 23:59:59","daily","2025-10-05 00:00:00","2025-10-05 23:59:59",1,1
"daily#2025-10-06 00:00:00,2025-10-06 23:59:59","daily","2025-10-06 00:00:00","2025-10-06 23:59:59",0.99861112266911,1
"daily#2025-10-07 00:00:00,2025-10-07 23:59:59","daily","2025-10-07 00:00:00","2025-10-07 23:59:59",0.997916678216628,1
"daily#2025-10-08 00:00:00,2025-10-08 23:59:59","daily","2025-10-08 00:00:00","2025-10-08 23:59:59",0.68888889686214,0.708333341531636
