_id,timestamp,device_id,bt_address,bt_name,bt_rssi,label
49009,1762733115770.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-83,1762733115714
49010,1762733716137.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-84,1762733716134
49011,1762733718857.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F8:77:B8:5F:E4:89,[TV] Samsung 5 Series (55),-88,1762733716134
49012,1762733722935.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,68:EB:BB:58:29:F0,,-86,1762733716134
49013,1762734548186.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-90,1762734547747
49014,1762734549206.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,71:D4:A4:50:96:48,,-87,1762734547747
49015,1762734555542.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F8:77:B8:5F:E4:89,[TV] Samsung 5 Series (55),-89,1762734547747
49016,1762735146579.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-82,1762735146498
49017,1762735155236.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,71:D4:A4:50:96:48,,-84,1762735146498
49018,1762735748073.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,79:92:72:FA:A7:5A,,-84,1762735748069
49019,1762735748390.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-90,1762735748069
49020,1762736279926.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-83,1762736279923
49021,1762736280742.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,44:8D:72:63:08:F4,,-85,1762736279923
49022,1762736880072.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,44:8D:72:63:08:F4,,-75,1762736878687
49023,1762736880091.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-87,1762736878687
49024,1762737480133.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,67:AB:E4:75:2E:2C,,-74,1762737479901
49025,1762737481760.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-82,1762737479901
49026,1762738122915.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-82,1762738122911
49027,1762738123141.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,67:AB:E4:75:2E:2C,,-73,1762738122911
49028,1762738726642.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,59:75:C8:12:84:21,,-78,1762738723745
49029,1762738726660.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F8:77:B8:5F:E4:89,[TV] Samsung 5 Series (55),-88,1762738723745
49030,1762738730835.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-88,1762738723745
49031,1762739322901.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,50:FB:AA:05:B5:3E,,-88,1762739322898
49032,1762739323061.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,59:75:C8:12:84:21,,-77,1762739322898
49033,1762739324366.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-90,1762739322898
49034,1762739854661.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-83,1762739854629
49035,1762739855071.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,68:A0:E7:86:71:AC,,-77,1762739854629
49036,1762740455662.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-82,1762740454630
49037,1762740457955.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,68:A0:E7:86:71:AC,,-79,1762740454630
49038,1762740463434.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,57:1A:24:EB:0D:F1,,-88,1762740454630
49039,1762741053698.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-83,1762741053656
49040,1762741055026.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,78:E2:98:13:B5:E9,,-78,1762741053656
49041,1762741654979.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-83,1762741654976
49042,1762741655267.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,43:A7:27:2A:E6:97,,-80,1762741654976
49043,1762742187161.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,51:C5:07:95:BF:BD,,-70,1762742186788
49044,1762742189119.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-86,1762742186788
49045,1762742785641.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,51:C5:07:95:BF:BD,,-79,1762742785639
49046,1762742785850.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-82,1762742785639
49047,1762742793100.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F8:77:B8:5F:E4:89,[TV] Samsung 5 Series (55),-91,1762742785639
49048,1762743386844.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,E6:68:C6:AB:E4:2D,SumUp 418,-82,1762743386841
49049,1762743394420.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,41:66:02:03:CF:87,,-89,1762743386841
49050,1762743395441.0,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,F8:77:B8:5F:E4:89,[TV] Samsung 5 Series (55),-89,1762743386841
