local_segment,local_segment_label,local_segment_start_datetime,local_segment_end_datetime,phone_bluetooth_rapids_countscans,phone_bluetooth_rapids_uniquedevices,phone_bluetooth_rapids_countscansmostuniquedevice,phone_bluetooth_doryab_countscansall,phone_bluetooth_doryab_uniquedevicesall,phone_bluetooth_doryab_meanscansall,phone_bluetooth_doryab_stdscansall,phone_bluetooth_doryab_countscansmostfrequentdevicewithinsegmentsall,phone_bluetooth_doryab_countscansmostfrequentdeviceacrosssegmentsall,phone_bluetooth_doryab_countscansmostfrequentdeviceacrossdatasetall,phone_bluetooth_doryab_countscansleastfrequentdevicewithinsegmentsall,phone_bluetooth_doryab_countscansleastfrequentdeviceacrosssegmentsall,phone_bluetooth_doryab_countscansleastfrequentdeviceacrossdatasetall,phone_bluetooth_doryab_countscansown,phone_bluetooth_doryab_uniquedevicesown,phone_bluetooth_doryab_meanscansown,phone_bluetooth_doryab_stdscansown,phone_bluetooth_doryab_countscansmostfrequentdevicewithinsegmentsown,phone_bluetooth_doryab_countscansmostfrequentdeviceacrosssegmentsown,phone_bluetooth_doryab_countscansmostfrequentdeviceacrossdatasetown,phone_bluetooth_doryab_countscansleastfrequentdevicewithinsegmentsown,phone_bluetooth_doryab_countscansleastfrequentdeviceacrosssegmentsown,phone_bluetooth_doryab_countscansleastfrequentdeviceacrossdatasetown,phone_bluetooth_doryab_countscansothers,phone_bluetooth_doryab_uniquedevicesothers,phone_bluetooth_doryab_meanscansothers,phone_bluetooth_doryab_stdscansothers,phone_bluetooth_doryab_countscansmostfrequentdevicewithinsegmentsothers,phone_bluetooth_doryab_countscansmostfrequentdeviceacrosssegmentsothers,phone_bluetooth_doryab_countscansmostfrequentdeviceacrossdatasetothers,phone_bluetooth_doryab_countscansleastfrequentdevicewithinsegmentsothers,phone_bluetooth_doryab_countscansleastfrequentdeviceacrosssegmentsothers,phone_bluetooth_doryab_countscansleastfrequentdeviceacrossdatasetothers,phone_calls_rapids_missed_count,phone_calls_rapids_missed_distinctcontacts,phone_calls_rapids_missed_timefirstcall,phone_calls_rapids_missed_timelastcall,phone_calls_rapids_missed_countmostfrequentcontact,phone_calls_rapids_incoming_count,phone_calls_rapids_incoming_distinctcontacts,phone_calls_rapids_incoming_meanduration,phone_calls_rapids_incoming_sumduration,phone_calls_rapids_incoming_minduration,phone_calls_rapids_incoming_maxduration,phone_calls_rapids_incoming_stdduration,phone_calls_rapids_incoming_modeduration,phone_calls_rapids_incoming_entropyduration,phone_calls_rapids_incoming_timefirstcall,phone_calls_rapids_incoming_timelastcall,phone_calls_rapids_incoming_countmostfrequentcontact,phone_calls_rapids_outgoing_count,phone_calls_rapids_outgoing_distinctcontacts,phone_calls_rapids_outgoing_meanduration,phone_calls_rapids_outgoing_sumduration,phone_calls_rapids_outgoing_minduration,phone_calls_rapids_outgoing_maxduration,phone_calls_rapids_outgoing_stdduration,phone_calls_rapids_outgoing_modeduration,phone_calls_rapids_outgoing_entropyduration,phone_calls_rapids_outgoing_timefirstcall,phone_calls_rapids_outgoing_timelastcall,phone_calls_rapids_outgoing_countmostfrequentcontact,phone_data_yield_rapids_ratiovalidyieldedminutes,phone_data_yield_rapids_ratiovalidyieldedhours,phone_locations_doryab_varspeed,phone_locations_doryab_stdlengthstayatclusters,phone_locations_doryab_maxlengthstayatclusters,phone_locations_doryab_avgspeed,phone_locations_doryab_timeattop3location,phone_locations_doryab_totaldistance,phone_locations_doryab_movingtostaticratio,phone_locations_doryab_locationvariance,phone_locations_doryab_avglengthstayatclusters,phone_locations_doryab_numberlocationtransitions,phone_locations_doryab_radiusgyration,phone_locations_doryab_timeathome,phone_locations_doryab_normalizedlocationentropy,phone_locations_doryab_timeattop1location,phone_locations_doryab_outlierstimepercent,phone_locations_doryab_timeattop2location,phone_locations_doryab_numberofsignificantplaces,phone_locations_doryab_locationentropy,phone_locations_doryab_loglocationvariance,phone_locations_doryab_minlengthstayatclusters,phone_locations_barnett_hometime,phone_locations_barnett_disttravelled,phone_locations_barnett_rog,phone_locations_barnett_maxdiam,phone_locations_barnett_maxhomedist,phone_locations_barnett_siglocsvisited,phone_locations_barnett_avgflightlen,phone_locations_barnett_stdflightlen,phone_locations_barnett_avgflightdur,phone_locations_barnett_stdflightdur,phone_locations_barnett_probpause,phone_locations_barnett_siglocentropy,phone_locations_barnett_circdnrtn,phone_locations_barnett_wkenddayrtn,phone_screen_rapids_countepisodeunlock,phone_screen_rapids_sumdurationunlock,phone_screen_rapids_maxdurationunlock,phone_screen_rapids_mindurationunlock,phone_screen_rapids_avgdurationunlock,phone_screen_rapids_stddurationunlock,phone_screen_rapids_firstuseafter00unlock,phone_wifi_visible_rapids_countscans,phone_wifi_visible_rapids_uniquedevices,phone_wifi_visible_rapids_countscansmostuniquedevice,phone_screen_rapids_countepisodeunlock_locmap_home,phone_screen_rapids_countepisodeunlock_locmap_study,phone_screen_rapids_countepisodeunlock_locmap_living,phone_screen_rapids_countepisodeunlock_locmap_exercise,phone_screen_rapids_countepisodeunlock_locmap_greens,phone_screen_rapids_sumdurationunlock_locmap_home,phone_screen_rapids_sumdurationunlock_locmap_study,phone_screen_rapids_sumdurationunlock_locmap_living,phone_screen_rapids_sumdurationunlock_locmap_exercise,phone_screen_rapids_sumdurationunlock_locmap_greens,phone_screen_rapids_avgdurationunlock_locmap_home,phone_screen_rapids_avgdurationunlock_locmap_study,phone_screen_rapids_avgdurationunlock_locmap_living,phone_screen_rapids_avgdurationunlock_locmap_exercise,phone_screen_rapids_avgdurationunlock_locmap_greens
"allday#2025-10-23 00:00:00,2025-10-24 00:00:00",allday,2025-10-23 00:00:00,2025-10-24 00:00:00,539,211,152,539,211,2.55450236966825,11.5902510804696,152,152,152,1,0,0,227,2,113.5,54.4472221513642,152,152,152,75,75,0,312,209,1.49282296650718,1.37323179042696,13,13,0,1,0,0,1.0,1.0,947.0,947.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,4.0,2.0,153.5,614.0,2.0,247.0,105.762312128029,192.0,1.10783894966884,1032.0,1361.0,2.0,0.29652434921499,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,336.931033333333,63.6318333333333,0.0926,12.0332511904762,15.4077721592506,0.0,3688,71,277,28.0,0.0,0.0,0.0,0.0,336.931033333333,0.0,0.0,0.0,0.0,12.033251190476179,,,,
"allday#2025-10-24 00:00:00,2025-10-25 00:00:00",allday,2025-10-24 00:00:00,2025-10-25 00:00:00,860,338,167,860,338,2.54437869822485,12.0849901163118,167,167,167,1,0,0,314,2,157.0,14.142135623731,167,167,167,147,147,0,546,336,1.625,1.74557008606734,29,29,0,1,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,4.0,2.0,101.5,406.0,1.0,396.0,196.350876409215,396.0,0.138994309697099,785.0,793.0,3.0,0.29652434921499,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,411.453883333333,119.72655,0.0538666666666667,17.8892992753623,28.1611370759607,0.0,3724,64,284,23.0,0.0,0.0,0.0,0.0,411.453883333333,0.0,0.0,0.0,0.0,17.889299275362305,,,,
"allday#2025-10-25 00:00:00,2025-10-26 00:00:00",allday,2025-10-25 00:00:00,2025-10-26 00:00:00,1379,537,167,1379,537,2.56797020484171,11.7866425383766,204,167,167,1,1,0,371,2,185.5,26.1629509039023,204,167,167,167,204,0,1008,535,1.88411214953271,3.51583229001595,53,53,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314579696005598,0.0416661849014037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,374.666366666667,74.9278,0.0325,10.7047533333333,17.6648685800976,0.0,5171,696,244,,,,,,,,,,,,,,,
"allday#2025-10-25 00:00:00,2025-10-26 00:00:00",allday,2025-10-25 00:00:00,2025-10-26 00:00:00,1379,537,167,1379,537,2.56797020484171,11.7866425383766,204,167,167,1,1,0,371,2,185.5,26.1629509039023,204,167,167,167,204,0,1008,535,1.88411214953271,3.51583229001595,53,53,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314579696005598,0.0416661849014037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,374.666366666667,74.9278,0.0325,10.7047533333333,17.6648685800976,0.0,912,31,69,,,,,,,,,,,,,,,
"allday#2025-10-26 00:00:00,2025-10-27 00:00:00",allday,2025-10-26 00:00:00,2025-10-27 00:00:00,1381,447,193,1381,447,3.08948545861298,12.1099614872816,193,193,193,1,1,1,317,2,158.5,48.7903679018718,193,193,193,124,124,0,1064,445,2.39101123595506,5.715468982228,89,89,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286663484701986,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,552.7567,150.530766666667,0.0279666666666667,27.637835,39.0347961065138,0.0,3209,49,278,,,,,,,,,,,,,,,
"allday#2025-10-27 00:00:00,2025-10-28 00:00:00",allday,2025-10-27 00:00:00,2025-10-28 00:00:00,28,10,7,28,10,2.8,1.68654808542314,7,7,7,1,0,0,7,1,7.0,,7,7,7,7,0,0,21,9,2.33333333333333,0.866025403784439,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0090276733953041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,16,4,,,,,,,,,,,,,,,
"evening#2025-10-20 17:00:00,2025-10-20 22:00:00",evening,2025-10-20 17:00:00,2025-10-20 22:00:00,197,55,70,197,55,3.58181818181818,10.4362099497125,70,70,35,1,0,0,105,2,52.5,24.7487373415292,70,70,35,35,35,0,92,53,1.73584905660377,2.41111962020381,11,0,0,1,0,0,0.0,0.0,,,0.0,1.0,1.0,9.0,9.0,9.0,9.0,,9.0,0.0,1162.0,1162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.353313724421628,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,45.9111666666667,32.7446333333333,0.191083333333333,9.18223333333333,13.7715785392265,1020.31666666667,2149,32,191,,,,,,,,,,,,,,,
"evening#2025-10-21 17:00:00,2025-10-21 22:00:00",evening,2025-10-21 17:00:00,2025-10-21 22:00:00,325,115,55,325,115,2.82608695652174,6.96389292918942,55,55,43,1,0,0,98,2,49.0,8.48528137423857,55,55,43,43,43,0,227,113,2.00884955752212,3.15802711701591,32,32,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363313169452429,0.199988900616016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,213.789466666667,127.31295,0.401466666666667,26.7236833333333,43.4597835526754,1020.0,1421,41,120,,,,,,,,,,,,,,,
"evening#2025-10-22 17:00:00,2025-10-22 22:00:00",evening,2025-10-22 17:00:00,2025-10-22 22:00:00,241,65,91,241,65,3.70769230769231,12.0891520030913,91,91,33,1,0,0,124,2,62.0,41.0121933088198,91,91,33,33,33,0,117,63,1.85714285714286,3.26198605076596,20,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313315944298425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,37.5855,14.0396833333333,0.0692333333333333,4.17616666666667,4.89871642376716,1020.0,1306,32,106,,,,,,,,,,,,,,,
"evening#2025-10-23 17:00:00,2025-10-23 22:00:00",evening,2025-10-23 17:00:00,2025-10-23 22:00:00,181,63,47,181,63,2.87301587301587,7.16283432703271,47,47,34,1,1,0,81,2,40.5,9.19238815542512,47,47,34,34,34,0,100,61,1.63934426229508,1.69344606139125,13,13,0,1,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,3.0,2.0,122.333333333333,367.0,2.0,192.0,104.643840398436,192.0,0.724585685551656,1032.0,1041.0,2.0,0.329981686016426,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,96.0313166666667,23.3412666666667,0.0926,12.0039145833333,8.66193120642712,1032.16666666667,979,28,84,,,,,,,,,,,,,,,
"evening#2025-10-24 17:00:00,2025-10-24 22:00:00",evening,2025-10-24 17:00:00,2025-10-24 22:00:00,224,93,24,224,93,2.40860215053763,4.85045170272111,32,24,32,1,0,0,56,2,28.0,5.65685424949238,32,24,32,24,32,0,168,91,1.84615384615385,2.96993481755287,29,29,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309982795954824,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,53.7718666666667,30.15335,0.45435,13.4429666666667,12.3735551367063,1046.7,1031,34,86,,,,,,,,,,,,,,,
"evening#2025-10-25 17:00:00,2025-10-25 22:00:00",evening,2025-10-25 17:00:00,2025-10-25 22:00:00,522,249,78,522,249,2.09638554216867,6.03139860571994,78,78,29,1,0,0,107,2,53.5,34.6482322781408,78,78,29,29,29,0,415,247,1.68016194331984,3.18388523300068,31,31,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409977246262832,0.199988900616016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,73.7357833333333,14.2234,0.0325,3.88083070175439,4.78256781622251,1021.1,3652,647,117,,,,,,,,,,,,,,,
