local_segment,local_segment_label,local_segment_start_datetime,local_segment_end_datetime,phone_bluetooth_rapids_countscans,phone_bluetooth_rapids_uniquedevices,phone_bluetooth_rapids_countscansmostuniquedevice,phone_bluetooth_doryab_countscansall,phone_bluetooth_doryab_uniquedevicesall,phone_bluetooth_doryab_meanscansall,phone_bluetooth_doryab_stdscansall,phone_bluetooth_doryab_countscansmostfrequentdevicewithinsegmentsall,phone_bluetooth_doryab_countscansmostfrequentdeviceacrosssegmentsall,phone_bluetooth_doryab_countscansmostfrequentdeviceacrossdatasetall,phone_bluetooth_doryab_countscansleastfrequentdevicewithinsegmentsall,phone_bluetooth_doryab_countscansleastfrequentdeviceacrosssegmentsall,phone_bluetooth_doryab_countscansleastfrequentdeviceacrossdatasetall,phone_bluetooth_doryab_countscansown,phone_bluetooth_doryab_uniquedevicesown,phone_bluetooth_doryab_meanscansown,phone_bluetooth_doryab_stdscansown,phone_bluetooth_doryab_countscansmostfrequentdevicewithinsegmentsown,phone_bluetooth_doryab_countscansmostfrequentdeviceacrosssegmentsown,phone_bluetooth_doryab_countscansmostfrequentdeviceacrossdatasetown,phone_bluetooth_doryab_countscansleastfrequentdevicewithinsegmentsown,phone_bluetooth_doryab_countscansleastfrequentdeviceacrosssegmentsown,phone_bluetooth_doryab_countscansleastfrequentdeviceacrossdatasetown,phone_bluetooth_doryab_countscansothers,phone_bluetooth_doryab_uniquedevicesothers,phone_bluetooth_doryab_meanscansothers,phone_bluetooth_doryab_stdscansothers,phone_bluetooth_doryab_countscansmostfrequentdevicewithinsegmentsothers,phone_bluetooth_doryab_countscansmostfrequentdeviceacrosssegmentsothers,phone_bluetooth_doryab_countscansmostfrequentdeviceacrossdatasetothers,phone_bluetooth_doryab_countscansleastfrequentdevicewithinsegmentsothers,phone_bluetooth_doryab_countscansleastfrequentdeviceacrosssegmentsothers,phone_bluetooth_doryab_countscansleastfrequentdeviceacrossdatasetothers,phone_calls_rapids_missed_count,phone_calls_rapids_missed_distinctcontacts,phone_calls_rapids_missed_timefirstcall,phone_calls_rapids_missed_timelastcall,phone_calls_rapids_missed_countmostfrequentcontact,phone_calls_rapids_incoming_count,phone_calls_rapids_incoming_distinctcontacts,phone_calls_rapids_incoming_meanduration,phone_calls_rapids_incoming_sumduration,phone_calls_rapids_incoming_minduration,phone_calls_rapids_incoming_maxduration,phone_calls_rapids_incoming_stdduration,phone_calls_rapids_incoming_modeduration,phone_calls_rapids_incoming_entropyduration,phone_calls_rapids_incoming_timefirstcall,phone_calls_rapids_incoming_timelastcall,phone_calls_rapids_incoming_countmostfrequentcontact,phone_calls_rapids_outgoing_count,phone_calls_rapids_outgoing_distinctcontacts,phone_calls_rapids_outgoing_meanduration,phone_calls_rapids_outgoing_sumduration,phone_calls_rapids_outgoing_minduration,phone_calls_rapids_outgoing_maxduration,phone_calls_rapids_outgoing_stdduration,phone_calls_rapids_outgoing_modeduration,phone_calls_rapids_outgoing_entropyduration,phone_calls_rapids_outgoing_timefirstcall,phone_calls_rapids_outgoing_timelastcall,phone_calls_rapids_outgoing_countmostfrequentcontact,phone_data_yield_rapids_ratiovalidyieldedminutes,phone_data_yield_rapids_ratiovalidyieldedhours,phone_locations_doryab_timeathome,phone_locations_doryab_stdlengthstayatclusters,phone_locations_doryab_totaldistance,phone_locations_doryab_locationvariance,phone_locations_doryab_timeattop2location,phone_locations_doryab_maxlengthstayatclusters,phone_locations_doryab_numberofsignificantplaces,phone_locations_doryab_minlengthstayatclusters,phone_locations_doryab_varspeed,phone_locations_doryab_timeattop3location,phone_locations_doryab_avglengthstayatclusters,phone_locations_doryab_numberlocationtransitions,phone_locations_doryab_loglocationvariance,phone_locations_doryab_timeattop1location,phone_locations_doryab_outlierstimepercent,phone_locations_doryab_avgspeed,phone_locations_doryab_radiusgyration,phone_locations_doryab_movingtostaticratio,phone_locations_doryab_locationentropy,phone_locations_doryab_normalizedlocationentropy,phone_locations_barnett_hometime,phone_locations_barnett_disttravelled,phone_locations_barnett_rog,phone_locations_barnett_maxdiam,phone_locations_barnett_maxhomedist,phone_locations_barnett_siglocsvisited,phone_locations_barnett_avgflightlen,phone_locations_barnett_stdflightlen,phone_locations_barnett_avgflightdur,phone_locations_barnett_stdflightdur,phone_locations_barnett_probpause,phone_locations_barnett_siglocentropy,phone_locations_barnett_circdnrtn,phone_locations_barnett_wkenddayrtn,phone_screen_rapids_countepisodeunlock,phone_screen_rapids_sumdurationunlock,phone_screen_rapids_maxdurationunlock,phone_screen_rapids_mindurationunlock,phone_screen_rapids_avgdurationunlock,phone_screen_rapids_stddurationunlock,phone_screen_rapids_firstuseafter00unlock,phone_wifi_visible_rapids_countscans,phone_wifi_visible_rapids_uniquedevices,phone_wifi_visible_rapids_countscansmostuniquedevice,phone_screen_rapids_countepisodeunlock_locmap_home,phone_screen_rapids_countepisodeunlock_locmap_study,phone_screen_rapids_countepisodeunlock_locmap_living,phone_screen_rapids_countepisodeunlock_locmap_exercise,phone_screen_rapids_countepisodeunlock_locmap_greens,phone_screen_rapids_sumdurationunlock_locmap_home,phone_screen_rapids_sumdurationunlock_locmap_study,phone_screen_rapids_sumdurationunlock_locmap_living,phone_screen_rapids_sumdurationunlock_locmap_exercise,phone_screen_rapids_sumdurationunlock_locmap_greens,phone_screen_rapids_avgdurationunlock_locmap_home,phone_screen_rapids_avgdurationunlock_locmap_study,phone_screen_rapids_avgdurationunlock_locmap_living,phone_screen_rapids_avgdurationunlock_locmap_exercise,phone_screen_rapids_avgdurationunlock_locmap_greens
"evening#2025-11-01 17:00:00,2025-11-01 22:00:00",evening,2025-11-01 17:00:00,2025-11-01 22:00:00,158,122,0,158,122,1.29508196721311,1.0498998345782,9,0,0,1,0,0,0,0,0.0,,0,0,0,0,0,0,158,122,1.29508196721311,1.0498998345782,9,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386645207857631,0.199988900616016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,21.7994666666667,2.56081666666667,0.0247333333333333,0.703208602150538,0.641624777029075,1020.5,462,97,,15.5,0.0,0.0,15.5,0.0,10.89973333333335,0.0,0.0,10.89973333333335,0.0,0.7032086021505387,,,0.7032086021505387,
"evening#2025-11-02 17:00:00,2025-11-02 22:00:00",evening,2025-11-02 17:00:00,2025-11-02 22:00:00,68,24,20,68,24,2.83333333333333,4.33054536847333,20,20,20,1,0,0,20,1,20.0,,20,20,20,20,0,0,48,23,2.08695652173913,2.37243724849019,12,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343314279390827,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,109.175466666667,47.4331,0.258683333333333,10.9175466666667,14.8056737310977,1029.68333333333,1038,46,,,,,,,,,,,,,,,,
"morning#2025-10-27 05:00:00,2025-10-27 12:00:00",morning,2025-10-27 05:00:00,2025-10-27 12:00:00,320,138,11,320,138,2.31884057971015,6.61450022635668,78,11,78,1,0,0,89,2,44.5,47.3761543394987,78,11,78,11,78,0,231,136,1.69852941176471,1.01339073624823,4,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285702959632672,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,125.883316666667,50.5296166666666,2.33713333333333,15.7354145833333,16.2833517867699,532.133333333333,780,37,64.0,,,,,,,,,,,,,,,
"morning#2025-10-28 05:00:00,2025-10-28 12:00:00",morning,2025-10-28 05:00:00,2025-10-28 12:00:00,104,87,0,104,87,1.19540229885057,0.524716544958126,3,0,0,1,1,0,0,0,0.0,,0,0,0,0,0,0,104,87,1.19540229885057,0.524716544958126,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249990089678588,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,103.480983333333,60.6191666666666,0.837833333333333,34.4936611111111,30.5938109485505,603.783333333333,1296,46,105.0,,,,,,,,,,,,,,,
"morning#2025-10-29 05:00:00,2025-10-29 12:00:00",morning,2025-10-29 05:00:00,2025-10-29 12:00:00,228,120,49,228,120,1.9,4.51775209961917,49,49,0,1,0,0,49,1,49.0,,49,49,0,49,0,0,179,119,1.50420168067227,1.27474789518098,12,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264275237660221,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.3149166666666,54.3149166666666,54.3149166666666,54.3149166666666,,650.566666666667,502,34,30.0,,,,,,,,,,,,,,,
"morning#2025-10-30 05:00:00,2025-10-30 12:00:00",morning,2025-10-30 05:00:00,2025-10-30 12:00:00,159,76,49,159,76,2.09210526315789,5.51646657823393,49,49,0,1,0,0,49,1,49.0,,49,49,0,49,0,0,110,75,1.46666666666667,0.843630079899782,6,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26665609565716,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,85.2405666666667,54.7831833333333,0.0388,17.0481133333333,22.6843466830513,606.033333333333,725,48,54.0,,,,,,,,,,,,,,,
"morning#2025-10-31 05:00:00,2025-10-31 12:00:00",morning,2025-10-31 05:00:00,2025-10-31 12:00:00,215,103,47,215,103,2.0873786407767,4.99236043059304,47,47,23,1,0,0,70,2,35.0,16.9705627484771,47,47,23,23,23,0,145,101,1.43564356435644,0.669564658328954,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26665609565716,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,77.27835,37.6049833333333,2.68408333333333,15.45567,13.5532739353582,602.083333333333,628,36,47.0,,,,,,,,,,,,,,,
"morning#2025-11-01 05:00:00,2025-11-01 12:00:00",morning,2025-11-01 05:00:00,2025-11-01 12:00:00,242,89,48,242,89,2.71910112359551,6.07713442497393,48,48,27,1,0,0,75,2,37.5,14.8492424049175,48,48,27,27,27,0,167,87,1.91954022988506,2.5390823777572,19,19,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316654113592878,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,98.0810333333333,52.0431333333333,0.291683333333333,9.80810333333333,16.0992926992166,526.533333333333,862,32,71.0,,,,,,,,,,,,,,,
"morning#2025-11-02 05:00:00,2025-11-02 12:00:00",morning,2025-11-02 05:00:00,2025-11-02 12:00:00,28,20,0,28,20,1.4,0.753937034925052,4,0,0,1,0,0,0,0,0.0,,0,0,0,0,0,0,28,20,1.4,0.753937034925052,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230943225703076,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,55.69615,34.3041,3.47021666666667,18.5653833333333,15.4270122773425,519.433333333333,686,40,,,,,,,,,,,,,,,,
"night#2025-10-27 22:00:00,2025-10-28 05:00:00",night,2025-10-27 22:00:00,2025-10-28 05:00:00,184,70,0,184,70,2.62857142857143,2.29158149662926,18,0,18,1,0,1,18,1,18.0,,18,0,18,18,18,0,166,69,2.40579710144928,1.342942780303,7,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276179527644916,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,139.437216666667,139.437216666667,139.437216666667,139.437216666667,,1320.0,1165,24,100.0,,,,,,,,,,,,,,,
"night#2025-10-28 22:00:00,2025-10-29 05:00:00",night,2025-10-28 22:00:00,2025-10-29 05:00:00,174,49,56,174,49,3.55102040816327,8.59520511799504,56,56,28,1,1,0,84,2,42.0,19.7989898732233,56,56,28,28,28,0,90,47,1.91489361702128,1.24812532874817,6,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261894379663282,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,147.024166666667,147.024166666667,147.024166666667,147.024166666667,,1320.0,648,24,51.0,,,,,,,,,,,,,,,
"night#2025-10-29 22:00:00,2025-10-30 05:00:00",night,2025-10-29 22:00:00,2025-10-30 05:00:00,317,105,51,317,105,3.01904761904762,5.59529498840999,51,51,24,1,0,0,75,2,37.5,19.0918830920368,51,51,24,24,24,0,242,103,2.3495145631068,2.1406831320503,19,19,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316654113592878,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,124.634516666667,89.08545,0.138566666666667,8.90246547619047,23.7793245180722,1320.0,889,28,71.0,,,,,,,,,,,,,,,
"night#2025-10-30 22:00:00,2025-10-31 05:00:00",night,2025-10-30 22:00:00,2025-10-31 05:00:00,253,90,50,253,90,2.81111111111111,5.92441993452096,50,50,30,1,0,0,80,2,40.0,14.142135623731,50,50,30,30,30,0,173,88,1.96590909090909,1.04440340596877,6,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257132663669405,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,99.6350333333333,85.7742166666666,3.44753333333333,33.2116777777778,45.6535408166781,1326.88333333333,674,33,57.0,,,,,,,,,,,,,,,
"night#2025-10-31 22:00:00,2025-11-01 05:00:00",night,2025-10-31 22:00:00,2025-11-01 05:00:00,284,126,57,284,126,2.25396825396825,5.02622961343631,57,57,0,1,0,0,57,1,57.0,,57,57,0,57,0,0,227,125,1.816,1.05022271063593,6,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283322101635733,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,168.693966666667,126.448616666667,42.24535,84.3469833333333,59.5407008580591,1350.83333333333,765,31,65.0,,,,,,,,,,,,,,,
"night#2025-11-01 22:00:00,2025-11-02 05:00:00",night,2025-11-01 22:00:00,2025-11-02 05:00:00,77,40,0,77,40,1.925,3.77160443312922,25,0,25,1,0,0,25,1,25.0,,25,0,25,25,25,0,52,39,1.33333333333333,0.477566932940919,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259513521666343,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,50.93885,25.6411666666667,3.26786666666667,12.7347125,9.90337916064582,1358.53333333333,396,48,,,,,,,,,,,,,,,,
"night#2025-11-02 22:00:00,2025-11-03 05:00:00",night,2025-11-02 22:00:00,2025-11-03 05:00:00,20,13,0,20,13,1.53846153846154,0.967417922046845,4,0,0,1,0,0,0,0,0.0,,0,0,0,0,0,0,20,13,1.53846153846154,0.967417922046845,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0999960358714351,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.2453666666667,22.2453666666667,22.2453666666667,22.2453666666667,,1320.0,162,20,,,,,,,,,,,,,,,,
"wkdy#2025-10-27 00:00:00,2025-11-01 00:00:00",wkdy,2025-10-27 00:00:00,2025-11-01 00:00:00,4561,1768,747,4561,1768,2.57975113122172,23.1747959796552,747,747,747,1,1,1,1368,2,684.0,89.095454429505,747,747,747,621,621,0,3193,1766,1.80804077010193,2.53563004569839,44,44,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30513818325684,0.0166666281250891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,2211.73198333333,187.562366666667,0.032,14.4557645969499,26.4857951268489,532.133333333333,10000,159,844.0,153.0,0.0,0.0,0.0,0.0,2211.73198333333,0.0,0.0,0.0,0.0,14.45576459694987,,,,
"wkdy#2025-11-03 00:00:00,2025-11-08 00:00:00",wkdy,2025-11-03 00:00:00,2025-11-08 00:00:00,4,3,0,4,3,1.33333333333333,0.577350269189626,2,0,0,1,0,0,0,0,0.0,,0,0,0,0,0,0,4,3,1.33333333333333,0.577350269189626,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016666628125089,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,,,,
"wkend#2025-11-01 00:00:00,2025-11-03 00:00:00",wkend,2025-11-01 00:00:00,2025-11-03 00:00:00,1456,856,134,1456,856,1.70093457943925,5.9325092323743,134,134,134,1,1,0,236,2,118.0,22.6274169979695,134,134,134,102,102,0,1220,854,1.42857142857143,1.69999064101377,30,30,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342011911632525,0.145832490239249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,615.833516666666,80.4644666666666,0.0247333333333333,5.30890962643678,12.5137844348087,0.0,2663,198,142.0,38.666666666666664,0.0,0.0,77.33333333333333,0.0,205.27783888888865,0.0,0.0,410.5556777777773,0.0,5.308909626436776,,,5.308909626436776,
