local_timezone,timestamp,device_id,screen_status,local_date_time,local_date,local_time,local_hour,local_minute,assigned_segments
Europe/Berlin,1759303433077,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 09:23:53,2025-10-01,09:23:53,9,23,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759303433085,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 09:23:53,2025-10-01,09:23:53,9,23,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759303463006,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 09:24:23,2025-10-01,09:24:23,9,24,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759303464162,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 09:24:24,2025-10-01,09:24:24,9,24,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307232443,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 10:27:12,2025-10-01,10:27:12,10,27,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307232457,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 10:27:12,2025-10-01,10:27:12,10,27,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307315398,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 10:28:35,2025-10-01,10:28:35,10,28,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307319223,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 10:28:39,2025-10-01,10:28:39,10,28,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307875925,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 10:37:55,2025-10-01,10:37:55,10,37,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307875942,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 10:37:55,2025-10-01,10:37:55,10,37,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307914386,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 10:38:34,2025-10-01,10:38:34,10,38,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759307915897,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 10:38:35,2025-10-01,10:38:35,10,38,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759308736996,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 10:52:16,2025-10-01,10:52:16,10,52,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759308737010,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 10:52:17,2025-10-01,10:52:17,10,52,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759308858762,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 10:54:18,2025-10-01,10:54:18,10,54,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759308859704,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 10:54:19,2025-10-01,10:54:19,10,54,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759309488528,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 11:04:48,2025-10-01,11:04:48,11,4,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759309488537,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 11:04:48,2025-10-01,11:04:48,11,4,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310266819,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 11:17:46,2025-10-01,11:17:46,11,17,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310273152,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 11:17:53,2025-10-01,11:17:53,11,17,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310273160,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 11:17:53,2025-10-01,11:17:53,11,17,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759310507057,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 11:21:47,2025-10-01,11:21:47,11,21,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
