"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp","timestamp"
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239716069,1759239776068,1759239776068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239776069,1759239836068,1759239776069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239776069,1759239836068,1759239836068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239836069,1759239896068,1759239836069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239836069,1759239896068,1759239896068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239896069,1759239956068,1759239896069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239896069,1759239956068,1759239956068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239956069,1759240016068,1759239956069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759239956069,1759240016068,1759240016068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240016069,1759240076068,1759240016069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240016069,1759240076068,1759240076068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240076069,1759240136068,1759240076069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240076069,1759240136068,1759240136068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240136069,1759240196068,1759240136069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240136069,1759240196068,1759240196068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240196069,1759240256068,1759240196069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240196069,1759240256068,1759240256068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240256069,1759240316068,1759240256069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240256069,1759240316068,1759240316068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240316069,1759240376068,1759240316069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240316069,1759240376068,1759240376068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240376069,1759240436068,1759240376069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240376069,1759240436068,1759240436068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240436069,1759240496068,1759240436069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240436069,1759240496068,1759240496068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240496069,1759240556068,1759240496069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240496069,1759240556068,1759240556068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240556069,1759240616068,1759240556069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240556069,1759240616068,1759240616068
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240616069,1759240676068,1759240616069
7,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759240616069,1759240676068,1759240676068
