"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp"
221,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759492961942,1759494201825
224,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759496561482,1759497254923
227,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759497816315,1759497826741
230,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759497848651,1759506148128
233,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759507473665,1759507503645
240,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759509608035,1759509657482
243,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759511425390,1759512147310
246,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759513519444,1759526397209
261,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759564770707,1759567367731
264,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759567375059,1759568233564
267,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759569936973,1759569990449
270,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759570156036,1759570196136
273,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759570928329,1759570974218
276,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759573520192,1759574626521
279,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759574948772,1759578323774
282,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759582843061,1759582849810
285,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759584324893,1759586758686
289,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759587421502,1759588029915
292,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759593009193,1759593725045
295,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759593823085,1759594608181
298,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759594763680,1759595375192
305,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759597956644,1759598588210
310,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759598977767,1759599391101
313,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759599428075,1759599432363
316,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759599520404,1759599723994
319,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759599735352,1759599927716
322,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759599997064,1759600012480
325,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759600062265,1759600138363
330,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759602873409,1759603484263
333,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759605245787,1759605786042
336,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759605864467,1759606552971
341,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759609872938,1759610696572
344,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759610760237,1759615113657
347,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759615377205,1759615788102
350,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759615867861,1759616492798
353,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759616688469,1759618462928
362,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759648721246,1759648747250
365,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759648794341,1759649730456
372,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759649808120,1759652355374
377,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759654070668,1759654676616
380,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759655261113,1759655285824
385,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759658144029,1759659365680
390,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759662633700,1759663183425
399,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759664694892,1759664739240
414,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759667973190,1759668664172
417,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759670466266,1759671353779
420,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759671528453,1759672375076
423,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759677291079,1759678772611
426,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759680152856,1759680160844
429,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759682879585,1759682892698
432,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759683969367,1759684024007
439,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759685698318,1759686357812
442,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759686416229,1759692450454
445,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759692611708,1759692710576
448,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759695379015,1759695383995
453,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759697545055,1759698851922
456,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759698914063,1759702533510
471,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759737865247,1759737869565
474,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759738018342,1759739477573
477,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759739493442,1759740196626
